tweetid,text,manual_class
372701258001703000,"I'm at Cook County (Indian Head Park, IL) http://t.co/lsAZaCYnDZ",
372713731928494000,More Lake #Fog has now rolled in - use caution if u are traveling along the Lakefront Lake &amp; Cook County Illin and Lake &amp; Porter County Ind,
372730138221617000,"After naming an interim CEO, a group of Cook County commissioners wants some remaining Metra board members to quit: http://t.co/ik0pFkamWM",
372735949018771000,Letter to the Editor by  Illinois Appellate Court Justice Patrick J. Quinn: Cook County exceeds trial averages http://t.co/Qj41s9vuun,
372736117751419000,"Awesome, my crj teacher is taking us for a tour at cook county jail to see all the shit heads",
372743161648398000,cook county jail was way interesting,
372753292222136000,"After naming an interim CEO, a group of Cook County commissioners wants some remaining Metra board members to quit: http://t.co/Pkwj3RCmVz",
372756851097895000,Getting out marriage license! It's for real! @dcgoldman (@ Cook County Courthouse - @tonipreckwinkle) http://t.co/GmNQZ7uYMh,
372765743877616000,Cook County board members call for remaining Metra board members to resign http://t.co/v4wO2lB7vw #chicago,
372766202419880000,We explain how to fill out the expungement petition used by #CookCounty hopefully it helps some youth http://t.co/ulCHm5AM4E via @NewsGenius,
372767794753843000,RT @chicagonewsnow: Cook County board members call for remaining Metra board members to resign http://t.co/v4wO2lB7vw #chicago,
372769083428594000,RT @chicagonewsnow: Cook County board members call for remaining Metra board members to resign http://t.co/v4wO2lB7vw #chicago,
372770625905230000,RT @chicagonewsnow: Cook County board members call for remaining Metra board members to resign http://t.co/v4wO2lB7vw #chicago,
372771657036734000,Cook County board members call for remaining Metra board members to resign: Four Cook County board... http://t.co/ApOyb1SVvE #Chicago #News,
372773972485484000,RT @MCJJustice: We explain how to fill out the expungement petition used by #CookCounty hopefully it helps some youth http://t.co/ulCHm5AM4,
372782910295650000,RT @MCJJustice: We explain how to fill out the expungement petition used by #CookCounty hopefully it helps some youth http://t.co/ulCHm5AM4,
372798404197220000,Have a Gardening Question? Ask a Cook County Extension Master Gardener http://t.co/DFpm2TesS4,
372803567830450000,September 13: Cook County State's Attorney's Office Minority Law Students Reception http://t.co/8BcPBnbRcS,
372806494385111000,"Compare levels of cash buying in Cook County subregions, municipalities, community areas &amp; wards on our data portal: http://t.co/naGl9kZNwf",
372813047774974000,Carla Oglesby--former aide of former Cook County President Todd Stroger--found guilty of theft &amp; money laundering. #Chicago,
372813545966424000,RT @rummanahussain: Carla Oglesby--former aide of former Cook County President Todd Stroger--found guilty of theft &amp; money laundering.,
372813576794173000,RT @rummanahussain: Carla Oglesbyformer aide of former Cook County President Todd Strogerfound guilty of theft &amp; money laundering.,
372813683032080000,RT @Suntimes: RT @rummanahussain: Carla Oglesbyformer aide of former Cook County President Todd Strogerfound guilty of theft &amp; money laun,
372813798140170000,RT @craignewman: RT @rummanahussain: Carla Oglesby--former aide of former Cook County President Todd Stroger--found guilty of theft &amp; money,
372815481670890000,RT @Suntimes: RT @rummanahussain: Carla Oglesbyformer aide of former Cook County President Todd Strogerfound guilty of theft &amp; money laun,
372815648688050000,RT @rummanahussain: Carla Oglesby--former aide of former Cook County President Todd Stroger--found guilty of theft &amp; money laundering. #Chi,
372816394145911000,"One-time Stroger aide guilty of theft, money laundering: A judge has found a one-time top aide to Cook County... http://t.co/tTetsViSVe",
372816456561349000,RT @rummanahussain: Carla Oglesby--former aide of former Cook County President Todd Stroger--found guilty of theft &amp; money laundering. #Chi,
372816921512509000,RT @rummanahussain: Carla Oglesby--former aide of former Cook County President Todd Stroger--found guilty of theft &amp; money laundering. #Chi,
372818996850352000,"I'm at Cook County Courthouse - @tonipreckwinkle (Skokie, IL) http://t.co/St6PS02hO2",
372819861107274000,Questions (and answers) about new Cook County Section 8 guidelines http://t.co/4zseTVVNy3,
372825062572687000,"Ex-aide to Todd Stroger convicted of theft, money-laundering: A onetime top aide to former Cook County Board... http://t.co/HJteD8tqbo",
372827105706254000,"Ex-aide to Todd Stroger convicted of theft, money-laundering: A onetime top aide to former Cook County Board... http://t.co/U2ckbNLCox",
372827106708693000,"Former Stroger aide guilty of theft, money laundering: A judge found a one-time top aide to former Cook County... http://t.co/qkBmdFoC3S",
372832341141758000,"Patients at UIC, Stroger Hospital of Cook County, Rush or Brown VA can stay @IMDGuestHouse",
372833693980955000,G.A. Finch bounces back to government sector as chief of staff for Cook County Board President @ToniPreckwinkle http://t.co/bwQHTEvUXE,
372843422282809000,My brother stopped by for a bit he works in Cook County police officer what showed me the bullets of his gun pretty cool actually,
372850675442389000,"RT @TomDart: Today the detainee population at Cook County Jail stood at 10,201 - the highest in nearly 6 years",
372858971515670000,"apparently on st. patricks day, some cook county judges wear green robes #lawschoolinsights",
372860222269690000,"Ex-aide to Stroger convicted of theft, money-laundering: Carla OglesbyA top aide to former Cook County board... http://t.co/livtUWhOoT",
372873737239945000,RT @CDLB: G.A. Finch bounces back to government sector as chief of staff for Cook County Board President @ToniPreckwinkle http://t.co/bwQHT,
372878712381133000,Arlington Heights -- Another Jail Suicide at Cook County Jail on Monday: Cook County Sheriffs office report t... http://t.co/o2tAArAYhe,
372882572864258000,"RT @marcusleshock: Chicago Shakespeare Theater performing ""Othello"" at the Cook County Jail. Story on @WGNNews at 5. http://t.co/Qjgzvswb4l",
372897937233162000,"Metra director should know trains, Cook County commissioner says. http://t.co/hSdMFcZZBc",
372898021781938000,"RT @chicagotribune: Metra director should know trains, Cook County commissioner says. http://t.co/hSdMFcZZBc",
372912048264315000,Advocates complain to Cook County about #Glenview housing measure  http://t.co/f0BlWE4oXP,
372924282214445000,"RT @chicagotribune: Metra director should know trains, Cook County commissioner says. http://t.co/hSdMFcZZBc",
372927321646182000,".@Metra directors should know trains, Cook County commissioner says http://t.co/lYieTYZBQQ",
372953873876390000,"Public Aid Quality Control Reviewer - State of Illinois -  Cook County, IL: Under direction, performs comprehe... http://t.co/6Y59I1Jjm1",
372967895241724000,Preckwinkle dumps top Cook County ethics official who fought Berrios over nepotism -  By DAN MIHALOPOULOS Staff... http://t.co/ALBi7r0iXp,
372991540471148000,"Dem defends Metra Board members, predicts ouster move will fail: A Democratic Cook County... http://t.co/adiwxayhVs #Chicago #News",
372999149844586000,"Former Todd Stroger aide guilty of theft, money laundering: A judge has found a one-time top aide to Cook County... http://t.co/XOclPeDK8E",
373034916336136000,@IL_MED_DISTRICT is a world-class hub of public &amp; private healthcare focused on improving the health &amp; well-being of Chicago &amp; Cook County,
373054933827715000,#CarlaOglesby Deputy Chief of Staff to #ToddStroger Cook County President found guilty of theft/money laundering. Could serve 6-30 yrs.,
373064000898347000,"I'm at Cook County (Indian Head Park, IL) http://t.co/QAoeQBRE0N",
373080153926017000,"Former Todd Stroger Aide Guilty Of Theft, Money Laundering: Carla Oglesby, who once was former Cook County Board... http://t.co/BtmeIXQCLn",
373093881987862000,Well Buddy I think Cook County can judge you too.,
373095476112810000,Cook County commissioner: Resignation proposal for remaining Metra board members terrible public policy http://t.co/EzrWV36IgR,
373107242683605000,Our latest post takes a closer look at cash purchases in Cook County - esp in the Loop and Englewood (incl a map): http://t.co/hOEFNtO62X,
373110270173778000,Cook County commissioner: Resignation proposal for remaining Metra board members terrible public policy http://t.co/QQkIm5PQli,
373111075924738000,"We have a heroin epidemic in this county. 27 arrested in DuPage, Cook counties during police heroin sweep: http://t.co/w89LaNXiPM",
373118614217314000,"Former Todd Stroger Aide Guilty Of Theft, Money Laundering: Carla Oglesby, who once was former Cook County Boa... http://t.co/uBa1QNtu59",
373128341672305000,"We have a heroin epidemic in this county. 27 arrested in DuPage, Cook counties during police heroin sweep: http://t.co/INUdTOTPAs",
373131230096552000,"RT @OakLeavesNews: We have a heroin epidemic in this county. 27 arrested in DuPage, Cook counties during police heroin sweep: http://t.co",
373143309805711000,Photo: Ive got a GI appt today at Cook County Hospital. After my surprise (and aaaawful) 16hr ER visit two... http://t.co/9mMnPduU9D,
373149586073735000,County Commissioner John Fritchey worked as lobbyist for Cubs: A Cook County Commissioner who... http://t.co/sdu8mvbDHk #Chicago #News,
373154911820607000,People in Cook County will have 5 carriers and dozens of plans to choose from. #ObamaCareIsWorking,
373157768191947000,Cubs: 'No conflict of interest' hiring Cook Co. Commissioner John Fritchey as lobbyist. Course not. This is Cook Co. http://t.co/LitCq0Ys05,
373163407802786000,"1st Time Buyer - $8000.00 Grant Program

Cook County Only
8000.00 Grant Money
3% down preferred (as low as 1%... http://t.co/qmjI2NBvlk",
373174350821610000,LIHEAP begins Tuesday Sept 3rd @ 9am.  If u live in Cook County get assistance on your gas &amp; light bills. 773 846-0883 or 6921 S Halsted,
373178500649595000,Solid Waste Agency of Northern Cook County to Hold Information Meetings September 10-13 http://t.co/Ag7NoxmzZC,
373180322688426000,Former top aide to Stroger convicted of theft: Ex-Cook County leader's deputy chief of staff engaged in 'classic... http://t.co/tPmHrMSno4,
373181371407024000,Ex-deputy gets 1 month in jail for stealing cash during eviction: A former Cook County sheriffs... http://t.co/jWQbnXYA9S #Chicago #News,
373185708220879000,http://t.co/kcn0vlBImT Former top aide to Stroger convicted of theft: Ex-Cook County leader's deputy chief of s... http://t.co/w49LwzAnhY,
373185714415874000,Former top aide to Stroger convicted of theft: Ex-Cook County leader's deputy chief of staff engaged in 'class... http://t.co/st0lMMVspi,
373186393150718000,Ex-deputy gets 1 month in jail for stealing cash during eviction: A former Cook County sheriffs deputy was... http://t.co/8kv6dttvAW,
373189370393539000,Ex-deputy gets 1 month in jail for stealing cash during eviction: A former Cook County sheriffs deputy was... http://t.co/oqD3ehBNpl,
373191333373956000,"""Othello gets Remixed for Chicago Inmates"" [video re. our Cook County Jail performance] http://t.co/MYMJFFq2Yd #oremix",
373192868921217000,RT @Chicago_CP: Ex-deputy gets 1 month in jail for stealing cash during eviction: A former Cook County sheriffs deputy was... http://t.co/,
373195563556422000,Cook County State's Attorney Anita Alvarez blast the state's police torture review panel. http://t.co/G4Nr9Itf88,
373198640111571000,RT @Chicagoist: Cook County State's Attorney Anita Alvarez blast the state's police torture review panel. http://t.co/G4Nr9Itf88,
373202431590429000,why you gotta use cook county in a govt example ug,
373203552484983000,"RT @chicagoshakes: ""Othello gets Remixed for Chicago Inmates"" [video re. our Cook County Jail performance] http://t.co/MYMJFFq2Yd #oremix",
373221754287976000,So drunk (@ Provident Hospital of Cook County) http://t.co/DHrOYHpLAG,
373233356634591000,"This semester my new conversation starter will be: ""Do you live in Cook County? Are you a registered voter?"" #jimreillyforjudge",
373236055358439000,"RT @GaLiEn4eVa: This semester my new conversation starter will be: ""Do you live in Cook County? Are you a registered voter?"" #jimreillyforj",
373246225023119000,"RT @GaLiEn4eVa: This semester my new conversation starter will be: ""Do you live in Cook County? Are you a registered voter?"" #jimreillyforj",
373271928200368000,New show: http://t.co/m4TmOTMBaA - RT @LadiRadi Pregnant Behind Bars is at Cook County. My kind of show...,
373287085136167000,"RT @ABC7Chicago: Cook County Jail at 98% capacity, jail population rose nearly 4% in the past 11 days: http://t.co/KPinv6SMT7",
373300761779642000,"RT @ABC7Chicago: Cook County Jail at 98% capacity, jail population rose nearly 4% in the past 11 days: http://t.co/KPinv6SMT7",
373351034136981000,Ex-deputy gets one month sentence for stealing while evicting tenants: A light-fingered Cook County Sheriffs... http://t.co/9QohuZrpDD,
373365736606945000,"Judge halts, temporarily, Cook Co. tax on purchases beyond countys border -  BY BECKY SCHLIKERMAN Staff... http://t.co/i1Q9Fph7Ec",
373409124739842000,Cole Taylor Bank owner sued over sale -  A class action shareholder lawsuit filed Friday in Cook County circuit... http://t.co/WfWcStJAgZ,
373418271032095000,"Public Aid Eligibility Assistant - State of Illinois -  Cook County, IL: Under direct supervision, performs ro... http://t.co/xwSJsL5Tff",
373427374756348000,"Public Aid Eligibility Assistant - State of Illinois -  Cook County, IL http://t.co/oA5H5rwyLb #job #chicago",
373427553521783000,Former sheriff's deputy convicted in eviction thefts gets 1 month in prison: A former Cook County sheriff's... http://t.co/sVS3X8ToL2,Gov
373431626786542000,Ex-prosecutor to lead GOP in state House: Durkin's new post means all of 'Four Tops' from Cook County Illinois... http://t.co/jJ42iowbEG,Gov
373446226156728000,At the cook county court house for the court hearing in the case of people Vs. Stanley Howard. You may recall in... http://t.co/DB16ZB6HtD,Gov
373448694479090000,Alvarez Criticizes Illinois Police Torture Review Panel: Cook County States Attorney Anita Alvarez blasted the... http://t.co/K0lW4NBaNN,Gov
373453661231251000,"RT @chicagoshakes: ""Othello gets Remixed for Chicago Inmates"" [video re. our Cook County Jail performance] http://t.co/MYMJFFq2Yd #oremix",Jail
373459067123298000,"I'm at Cook County Criminal Courts Building - @tonipreckwinkle (Chicago, IL) w/ 4 others http://t.co/Vr3fA7aceT",
373479960910254000,Hey #Chicago. Good to see you again. @ Cook County Department of Corrections http://t.co/DzO768Bn1W,Jail
373483312868000000,Ex Cook County-deputy busted by FBI sting gets 1 month in jail for stealing cash during eviction: http://t.co/kp4wtabiS9,Gov
373483802804244000,Alvarez Criticizes Illinois Police Torture Review Panel: Cook County States Attorney Anita Alvarez blasted th... http://t.co/DIDF0DF6uF,Gov
373502392123150000,Rappers bring 'Shakespeare' to inmates at Cook County Jail in Chicago. http://t.co/asGpFgOz1m,Jail
373502577943380000,RT @V103: Rappers bring 'Shakespeare' to inmates at Cook County Jail in Chicago. http://t.co/asGpFgOz1m,Jail
373502594687066000,RT @V103: Rappers bring 'Shakespeare' to inmates at Cook County Jail in Chicago. http://t.co/asGpFgOz1m,Jail
373513115083608000,RT @V103: Rappers bring 'Shakespeare' to inmates at Cook County Jail in Chicago. http://t.co/asGpFgOz1m,Jail
373523538658865000,WEATHER ALERT: A Severe Thunderstorm Watch is in effect for Cook County until 9pm.,Weather
373523645596840000,RT @ABC7Chicago: WEATHER ALERT: A Severe Thunderstorm Watch is in effect for Cook County until 9pm.,Weather
373523841605067000,RT @ABC7Chicago: WEATHER ALERT: A Severe Thunderstorm Watch is in effect for Cook County until 9pm.,Weather
373524191120589000,RT @ABC7Chicago: WEATHER ALERT: A Severe Thunderstorm Watch is in effect for Cook County until 9pm.,Weather
373525483595370000,RT @ABC7Chicago: WEATHER ALERT: A Severe Thunderstorm Watch is in effect for Cook County until 9pm.,Weather
373527004944925000,Severe Thunderstorm Watch in effect for Cook County until 9 PM.,Weather
373527739342414000,RT @chicagoalerts: Severe Thunderstorm Watch in effect for Cook County until 9 PM.,Weather
373528978448847000,Severe Thunderstorm Watch in effect for Cook County until9 PM.,Weather
373529086398063000,RT @NotifyChicago: Severe Thunderstorm Watch in effect for Cook County until9 PM.,Weather
373529128345305000,RT @NotifyChicago: Severe Thunderstorm Watch in effect for Cook County until9 PM.,
373529412496810000,RT @NotifyChicago: Severe Thunderstorm Watch in effect for Cook County until9 PM.,
373529556080419000,RT @NotifyChicago: Severe Thunderstorm Watch in effect for Cook County until9 PM.,
373529698351210000,RT @NotifyChicago: Severe Thunderstorm Watch in effect for Cook County until9 PM.,
373529707045986000,RT @NotifyChicago: Severe Thunderstorm Watch in effect for Cook County until9 PM.,
373530689192202000,RT @chicagoalerts: Severe Thunderstorm Watch in effect for Cook County until 9 PM.,
373533776892031000,RT @ABC7Chicago: WEATHER ALERT: A Severe Thunderstorm Watch is in effect for Cook County until 9pm.,
373536092093284000,RT @chicagoalerts: Severe Thunderstorm Watch in effect for Cook County until 9 PM.,
373537826903585000,RT @ABC7Chicago: WEATHER ALERT: A Severe Thunderstorm Watch is in effect for Cook County until 9pm.,
373540571849048000,RT @chicagoalerts: Severe Thunderstorm Watch in effect for Cook County until 9 PM.,
373542623249576000,RT @chicagoalerts: Severe Thunderstorm Watch in effect for Cook County until 9 PM.,
373542985830396000,RT @chicagoalerts: Severe Thunderstorm Watch in effect for Cook County until 9 PM.,
373544620996579000,"@OpPenPal reports &gt; Jason Hammond, brother of Jeremy Hammond, was released from Cook County Jail today!  http://t.co/UL69y5O2th  Congrats!",Jail
373544759790297000,"RT @IWPCHI: @OpPenPal reports &gt; Jason Hammond, brother of Jeremy Hammond, was released from Cook County Jail today!  http://t.co/UL69y5O2th",Jail
373545854738903000,"Dr. David Ansell's book ""County"" puts you inside Cook County Hospital the 3rd largest public hospital in the country http://t.co/j7bBZYxGyX",News
373549106171351000,RT @ABC7Chicago: WEATHER ALERT: A Severe Thunderstorm Watch is in effect for Cook County until 9pm.,
373549522669957000,RT @ABC7Chicago: WEATHER ALERT: A Severe Thunderstorm Watch is in effect for Cook County until 9pm.,
373552089147781000,"Storm, schmorm. That needed relief will blow itself apart as soon as it hits the Lake/Cook county line. #Stormtaunt",
373553975200448000,RT @NotifyChicago: Severe Thunderstorm Watch in effect for Cook County until9 PM.,
373557957755040000,Othello at Cook County Jail.  Looks like a receptive audience. Art has the power to transform. http://t.co/tvhzABrMws,Jail
373558184457535000,"Just hiked the mountains of Cook County, aka Palos Forest Preserve. Great day for it. #areuf---ingcrazyMorrisonitshot!",Junk
373558284013158000,"@AP Thanks for the great story about ""Othello: The Remix"" performing at the Cook County Jail. #oremix",Jail
373561882457948000,"New event. Severe Thunderstorm Warning from 8/30/2013 4:43 PM to 5:45 PM CDT for Cook County, L... Read more at http://t.co/0PGmVIYlSe",
373568136827527000,Severe Thunderstorm Warning in effect for northern Cook County until 5:45 PM. 70 mph winds and half dollar size hail possible.,
373568365488398000,RT @chicagoalerts: Severe Thunderstorm Warning in effect for northern Cook County until 5:45 PM. 70 mph winds and half dollar size hail pos,
373568603783582000,RT @chicagoalerts: Severe Thunderstorm Warning in effect for northern Cook County until 5:45 PM. 70 mph winds and half dollar size hail pos,
373568750366101000,"Hey my Cook County peeps, nasty storms are rolling in. Stay safe everyone! #stormyweather",
373569260322169000,"IL - Cook County Weather Alert 5:47:21 PM Aug, 30, 2013, Fri http://t.co/ueLbLzMMUu via @sharethis",
373571238326575000,RT @chicagoalerts: Severe Thunderstorm Warning in effect for northern Cook County until 5:45 PM. 70 mph winds and half dollar size hail pos,
373571427833610000,RT @chicagoalerts: Severe Thunderstorm Warning in effect for northern Cook County until 5:45 PM. 70 mph winds and half dollar size hail pos,
373571496678945000,RT @chicagoalerts: Severe Thunderstorm Warning in effect for northern Cook County until 5:45 PM. 70 mph winds and half dollar size hail pos,
373572647168127000,RT @chicagoalerts: Severe Thunderstorm Warning in effect for northern Cook County until 5:45 PM. 70 mph winds and half dollar size hail pos,
373574828600472000,"IL - Cook County Weather Alert 6:24:32 PM Aug, 30, 2013, Fri http://t.co/lhVr41Ggo2 via @sharethis",
373575063254999000,RT @chicagoalerts: Severe Thunderstorm Warning in effect for northern Cook County until 5:45 PM. 70 mph winds and half dollar size hail pos,
373575297620128000,"Why does that have to be heading to Cook County? Like go away, we don't want you. http://t.co/n5np5g0gmk",
373576072501023000,"New event. Severe Thunderstorm Warning from 8/30/2013 5:40 PM to 6:45 PM CDT for Cook County, K... Read more at http://t.co/saOF8rh6dr",
373576590774387000,"Severe Thunderstorm Warning for Cook, DeKalb, DuPage, Kane, Kendall and Will County in IL until 6:45pm CDT. #ilwx",
373576856319967000,Severe Thunderstorm Warning in effect for northern Cook County until5:45 PM.70 mph winds and half dollar size hail possible.,
373576976830698000,"Severe thunderstorm warning now for central Cook County until 6:45, which includes downtown Chicago http://t.co/JiYzI1gvn5",
373577289591955000,RT @NotifyChicago: Severe Thunderstorm Warning in effect for northern Cook County until5:45 PM.70 mph winds and half dollar size hail pos,
373577301709320000,RT @NotifyChicago: Severe Thunderstorm Warning in effect for northern Cook County until5:45 PM.70 mph winds and half dollar size hail pos,
373577305345364000,"RT @scottkleinberg: Severe thunderstorm warning now for central Cook County until 6:45, which includes downtown Chicago http://t.co/JiYzI1g",
373577398551187000,"RT @scottkleinberg: Severe thunderstorm warning now for central Cook County until 6:45, which includes downtown Chicago http://t.co/JiYzI1g",
373577478834778000,"RT @scottkleinberg: Severe thunderstorm warning now for central Cook County until 6:45, which includes downtown Chicago http://t.co/JiYzI1g",
373577493737124000,RT @NotifyChicago: Severe Thunderstorm Warning in effect for northern Cook County until5:45 PM.70 mph winds and half dollar size hail pos,
373577497100554000,"RT @scottkleinberg: Severe thunderstorm warning now for central Cook County until 6:45, which includes downtown Chicago http://t.co/JiYzI1g",
373577499231650000,RT @NotifyChicago: Severe Thunderstorm Warning in effect for northern Cook County until5:45 PM.70 mph winds and half dollar size hail pos,
373577639547904000,RT @NotifyChicago: Severe Thunderstorm Warning in effect for northern Cook County until5:45 PM.70 mph winds and half dollar size hail pos,
373577650109170000,RT @NotifyChicago: Severe Thunderstorm Warning in effect for northern Cook County until5:45 PM.70 mph winds and half dollar size hail pos,
373577713203696000,RT @chicagoalerts: Severe Thunderstorm Warning in effect for northern Cook County until 5:45 PM. 70 mph winds and half dollar size hail pos,
373577724545483000,"RT @scottkleinberg: Severe thunderstorm warning now for central Cook County until 6:45, which includes downtown Chicago http://t.co/JiYzI1g",
373577754685354000,Storms moving through N Cook County packing a BIG punch- numerous reports of trees down in #Gurnee #Libertyville #LakeVilla,
373577900223513000,RT @MikeHamernik: Storms moving through N Cook County packing a BIG punch- numerous reports of trees down in #Gurnee #Libertyville #LakeVil,
373578087893844000,"RT @scottkleinberg: Severe thunderstorm warning now for central Cook County until 6:45, includes downtown Chicago http://t.co/qRp7HNyy3e",
373578132080427000,RT @MikeHamernik: Storms moving through N Cook County packing a BIG punch- numerous reports of trees down in #Gurnee #Libertyville #LakeVil,
373578552005763000,"RT @TyChiStorm: Severe Thunderstorm Warning for Cook, DeKalb, DuPage, Kane, Kendall and Will County in IL until 6:45pm CDT. #ilwx",
373578697233555000,"RT @scottkleinberg: Severe thunderstorm warning now for central Cook County until 6:45, which includes downtown Chicago http://t.co/JiYzI1g",
373579693590462000,"RT @scottkleinberg: Severe thunderstorm warning now for central Cook County until 6:45, which includes downtown Chicago http://t.co/JiYzI1g",
373579939003372000,"RT @scottkleinberg: Severe thunderstorm warning now for central Cook County until 6:45, which includes downtown Chicago http://t.co/JiYzI1g",
373580090325492000,"Severe Thunderstorm Warning in effect for Cook County until6:45 PM.Expect heavy rainfall, 60 mph winds, and quarter-size hail.",
373580153403998000,"RT @NotifyChicago: Severe Thunderstorm Warning in effect for Cook County until6:45 PM.Expect heavy rainfall, 60 mph winds, and quarter-si",
373580164569260000,"RT @NotifyChicago: Severe Thunderstorm Warning in effect for Cook County until6:45 PM.Expect heavy rainfall, 60 mph winds, and quarter-si",
373580333108982000,"RT @NotifyChicago: Severe Thunderstorm Warning in effect for Cook County until6:45 PM.Expect heavy rainfall, 60 mph winds, and quarter-si",
373580404088791000,Uh oh Cook county is getting hit.,
373580409613062000,"RT @NotifyChicago: Severe Thunderstorm Warning in effect for Cook County until6:45 PM.Expect heavy rainfall, 60 mph winds, and quarter-si",
373580608301052000,"Severe Thunderstorm Warning in effect for Cook County until 6:45 PM. Expect heavy rainfall, 60 mph winds, and quarter-size hail.",
373580684322804000,"RT @chicagoalerts: Severe Thunderstorm Warning in effect for Cook County until 6:45 PM. Expect heavy rainfall, 60 mph winds, and quarter-si",
373580776169689000,"RT @chicagoalerts: Severe Thunderstorm Warning in effect for Cook County until 6:45 PM. Expect heavy rainfall, 60 mph winds, and quarter-si",
373580824773681000,"RT @NotifyChicago: Severe Thunderstorm Warning in effect for Cook County until6:45 PM.Expect heavy rainfall, 60 mph winds, and quarter-si",
373580912816308000,"RT @NotifyChicago: Severe Thunderstorm Warning in effect for Cook County until6:45 PM.Expect heavy rainfall, 60 mph winds, and quarter-si",
373580945078514000,RT @MikeHamernik: Storms moving through N Cook County packing a BIG punch- numerous reports of trees down in #Gurnee #Libertyville #LakeVil,
373580969002824000,"RT @chicagoalerts: Severe Thunderstorm Warning in effect for Cook County until 6:45 PM. Expect heavy rainfall, 60 mph winds, and quarter-si",
373581168370651000,"RT @chicagoalerts: Severe Thunderstorm Warning in effect for Cook County until 6:45 PM. Expect heavy rainfall, 60 mph winds, and quarter-si",
373581250222498000,"RT @chicagoalerts: Severe Thunderstorm Warning in effect for Cook County until 6:45 PM. Expect heavy rainfall, 60 mph winds, and quarter-si",
373582227625361000,"RT @scottkleinberg: Severe thunderstorm warning now for central Cook County until 6:45, which includes downtown Chicago http://t.co/JiYzI1g",
373582547730452000,"RT @chicagoalerts: Severe Thunderstorm Warning in effect for Cook County until 6:45 PM. Expect heavy rainfall, 60 mph winds, and quarter-si",
373584257991463000,"RT @scottkleinberg: Severe thunderstorm warning now for central Cook County until 6:45, which includes downtown Chicago http://t.co/JiYzI1g",
373585190615908000,"RT @NotifyChicago: Severe Thunderstorm Warning in effect for Cook County until6:45 PM.Expect heavy rainfall, 60 mph winds, and quarter-si",
373587386095403000,"New event. Severe Thunderstorm Warning from 8/30/2013 6:25 PM to 7:30 PM CDT for Cook County, L... Read more at http://t.co/3SEZVwVf0Y",
373587786076398000,"Severe t-storm WARNING until 7:30pm for SE Cook, NE Kankakee, central Will and Lake County #Indiana",
373588823776563000,"RT @SteveGrzanich: Severe t-storm WARNING until 7:30pm for SE Cook, NE Kankakee, central Will and Lake County #Indiana",
373589533041766000,Sever thunderstorm warning issued for most of Cook County http://t.co/SVZ9pr1swP #chicago,
373589544794214000,Sever thunderstorm warning issued for most of Cook County: The National Weather Service has issued... http://t.co/vzQJiTI2cl #Chicago #News,
373590870752121000,RT @chicagonewsnow: Sever thunderstorm warning issued for most of Cook County http://t.co/SVZ9pr1swP #chicago,
373590937642877000,"RT @SteveGrzanich: Severe t-storm WARNING until 7:30pm for SE Cook, NE Kankakee, central Will and Lake County #Indiana",
373591188097728000,"Severe Thunderstorm Warning in effect for southeast Cook County until 7:35 PM. Expect heavy rainfall, 60 mph winds, and quarter size hail.",
373591252635111000,"RT @chicagoalerts: Severe Thunderstorm Warning in effect for southeast Cook County until 7:35 PM. Expect heavy rainfall, 60 mph winds, and ",
373591265658417000,"RT @chicagoalerts: Severe Thunderstorm Warning in effect for southeast Cook County until 7:35 PM. Expect heavy rainfall, 60 mph winds, and ",
373591452556616000,"RT @chicagoalerts: Severe Thunderstorm Warning in effect for southeast Cook County until 7:35 PM. Expect heavy rainfall, 60 mph winds, and ",
373591565328867000,"Severe Thunderstorm Warning southeast Cook County until 7:35 PM. Expect heavy rainfall, 60 mph winds, and quarter size hail. &lt; truth. Ow.",
373591916668936000,"Severe Thunderstorm Warning in effect for southeast Cook County until7:35 PM.Expect heavy rainfall, 60 mph winds, and quarter size hail.",
373592195817030000,"RT @NotifyChicago: Severe Thunderstorm Warning in effect for southeast Cook County until7:35 PM.Expect heavy rainfall, 60 mph winds, and ",
373592233951650000,"RT @NotifyChicago: Severe Thunderstorm Warning in effect for southeast Cook County until7:35 PM.Expect heavy rainfall, 60 mph winds, and ",
373592239559410000,"RT @NotifyChicago: Severe Thunderstorm Warning in effect for southeast Cook County until7:35 PM.Expect heavy rainfall, 60 mph winds, and ",
373592272325341000,"RT @NotifyChicago: Severe Thunderstorm Warning in effect for southeast Cook County until7:35 PM.Expect heavy rainfall, 60 mph winds, and ",
373592297684087000,"RT @NotifyChicago: Severe Thunderstorm Warning in effect for southeast Cook County until7:35 PM.Expect heavy rainfall, 60 mph winds, and ",
373592472087458000,"RT @NotifyChicago: Severe Thunderstorm Warning in effect for southeast Cook County until7:35 PM.Expect heavy rainfall, 60 mph winds, and ",
373593062582129000,Severe thunderstorm warning issued for most of Cook County: The National Weather service has... http://t.co/Mt14LwTacH #Chicago #News,
373593181545173000,"RT @chicagoalerts: Severe Thunderstorm Warning in effect for southeast Cook County until 7:35 PM. Expect heavy rainfall, 60 mph winds, and ",
373593555874218000,Severe thunderstorm warning issued for most of Cook County: The National Weather Service has... http://t.co/I9McW4T2hg #Chicago #News,
373593689647370000,"@BillCruz Weatherman: ""Testicle sized hail descending unevenly across Cook County.""",
373596511613223000,"RT @scottkleinberg: Severe thunderstorm warning now for central Cook County until 6:45, which includes downtown Chicago http://t.co/JiYzI1g",
